I-PICK|Inventory Pick|1|0|0|4F52D1DB-D953-F111-8E26-7CED8D9E4094
I-PICK+|Posted Inventory Pick|1|0|0|5152D1DB-D953-F111-8E26-7CED8D9E4094
I-PUT|Inventory Put-Away|1|0|0|5352D1DB-D953-F111-8E26-7CED8D9E4094
I-PUT+|Posted Invt. Put-Away|1|0|0|5552D1DB-D953-F111-8E26-7CED8D9E4094
I-RCPT|Inventory Receipt|1|1|0|EB49D1DB-D953-F111-8E26-7CED8D9E4094
I-RCPT+|Posted Inventory Receipt|1|1|0|ED49D1DB-D953-F111-8E26-7CED8D9E4094
I-SHPT|Inventory Shipment|1|1|0|EF49D1DB-D953-F111-8E26-7CED8D9E4094
I-SHPT+|Posted Inventory Shipment|1|1|0|F149D1DB-D953-F111-8E26-7CED8D9E4094
ITEM|Items|1|1|0|E749D1DB-D953-F111-8E26-7CED8D9E4094
J-PL|Job Price List|1|1|0|F349D1DB-D953-F111-8E26-7CED8D9E4094
LOT|Lot Numbering|1|1|0|F549D1DB-D953-F111-8E26-7CED8D9E4094
MACHCTR|Machine Centers|1|1|0|2252D1DB-D953-F111-8E26-7CED8D9E4094
M-FIRMP|Firm Planned orders|1|0|0|2A52D1DB-D953-F111-8E26-7CED8D9E4094
M-PLAN|Planned orders|1|0|0|2852D1DB-D953-F111-8E26-7CED8D9E4094
M-REL|Released orders|1|0|0|2C52D1DB-D953-F111-8E26-7CED8D9E4094
M-SIM|Simulated orders|1|0|0|2652D1DB-D953-F111-8E26-7CED8D9E4094
NS-ITEM|Catalog Items|1|1|0|F749D1DB-D953-F111-8E26-7CED8D9E4094
OPP|Opportunity|1|1|0|F949D1DB-D953-F111-8E26-7CED8D9E4094
O-PROM|Order Promising|1|1|0|FB49D1DB-D953-F111-8E26-7CED8D9E4094
P-BLK|Blanket Purchase Order|1|0|0|FD49D1DB-D953-F111-8E26-7CED8D9E4094
P-CR|Purchase Credit Memo|1|0|0|FF49D1DB-D953-F111-8E26-7CED8D9E4094
P-CR+|Posted Purchase Credit Memo|1|0|0|014AD1DB-D953-F111-8E26-7CED8D9E4094
PDIRTRANS|Posted Direct Transfer|1|1|0|034AD1DB-D953-F111-8E26-7CED8D9E4094
PHYS-INV|Physical Inventory Order|1|1|0|054AD1DB-D953-F111-8E26-7CED8D9E4094
PHYS-INV+|Posted Phys. Invent. Order|1|1|0|074AD1DB-D953-F111-8E26-7CED8D9E4094
P-INV|Purchase Invoice|1|0|0|114AD1DB-D953-F111-8E26-7CED8D9E4094
P-INV+|Posted Purchase Invoice|1|0|0|134AD1DB-D953-F111-8E26-7CED8D9E4094
PJNL-GEN|Project Journal|1|1|0|DF52D1DB-D953-F111-8E26-7CED8D9E4094
PJNL-REC|Recurring Project Journal|1|1|0|E152D1DB-D953-F111-8E26-7CED8D9E4094
P-ORD|Purchase Order|1|0|0|0F4AD1DB-D953-F111-8E26-7CED8D9E4094
P-PL|Purchase Price List|1|1|0|094AD1DB-D953-F111-8E26-7CED8D9E4094
P-QUO|Purchase Quote|1|0|0|0D4AD1DB-D953-F111-8E26-7CED8D9E4094
P-RCPT|Purchase Receipt|1|0|0|154AD1DB-D953-F111-8E26-7CED8D9E4094
PREC|Payment Reconciliation Journals|1|1|0|174AD1DB-D953-F111-8E26-7CED8D9E4094
P-RETORD|Purchase Return Order|1|0|0|194AD1DB-D953-F111-8E26-7CED8D9E4094
PRODBOM|Production BOMs|1|1|0|2052D1DB-D953-F111-8E26-7CED8D9E4094
PROJECTS|Projects|1|1|0|DD52D1DB-D953-F111-8E26-7CED8D9E4094
PROJECT-WIP|Project-WIP|1|1|0|E352D1DB-D953-F111-8E26-7CED8D9E4094
P-SHPT|Posted Purchase Shipment|1|0|0|1B4AD1DB-D953-F111-8E26-7CED8D9E4094
QLTYDEFAULT|Quality Inspection Default|0|0|0|08EB49DE-DA53-F111-8E26-7CED8D9E4094
RES|Resource|1|1|0|1D4AD1DB-D953-F111-8E26-7CED8D9E4094
ROUTING|Routings|1|1|0|2452D1DB-D953-F111-8E26-7CED8D9E4094
S-BLK|Blanket Sales Order|1|0|0|1F4AD1DB-D953-F111-8E26-7CED8D9E4094
S-CR|Sales Credit Memo|1|0|0|214AD1DB-D953-F111-8E26-7CED8D9E4094
S-CR+|Posted Sales Credit Memo|1|0|0|234AD1DB-D953-F111-8E26-7CED8D9E4094
SEGM|Segment|1|1|0|254AD1DB-D953-F111-8E26-7CED8D9E4094
S-FIN|Finance Charge Memo|1|0|0|274AD1DB-D953-F111-8E26-7CED8D9E4094
S-FIN+|Issued Finance Charge Memo|1|0|0|294AD1DB-D953-F111-8E26-7CED8D9E4094
S-INV|Sales Invoice|1|0|0|494AD1DB-D953-F111-8E26-7CED8D9E4094
S-INV+|Posted Sales Invoice|1|0|0|4B4AD1DB-D953-F111-8E26-7CED8D9E4094
SN1|SN Numbering|1|1|0|2B4AD1DB-D953-F111-8E26-7CED8D9E4094
SN2|SN Numbering|1|1|0|2D4AD1DB-D953-F111-8E26-7CED8D9E4094
S-ORD|Sales Order|1|0|0|474AD1DB-D953-F111-8E26-7CED8D9E4094
S-PL|Sales Price List|1|1|0|2F4AD1DB-D953-F111-8E26-7CED8D9E4094
S-QUO|Sales Quote|1|0|0|314AD1DB-D953-F111-8E26-7CED8D9E4094
S-RCPT|Posted Sales Receipt|1|0|0|334AD1DB-D953-F111-8E26-7CED8D9E4094
S-REM|Reminder|1|0|0|354AD1DB-D953-F111-8E26-7CED8D9E4094
S-REM+|Issued Reminder|1|0|0|374AD1DB-D953-F111-8E26-7CED8D9E4094
S-RETORD|Sales Return Order|1|0|0|394AD1DB-D953-F111-8E26-7CED8D9E4094
S-SHPT|Sales Shipment|1|0|0|3B4AD1DB-D953-F111-8E26-7CED8D9E4094
SVC-CONTR|Service Contracts|1|1|0|7D52D1DB-D953-F111-8E26-7CED8D9E4094
SVC-CONTR-I|Contract Invoices|1|1|0|7F52D1DB-D953-F111-8E26-7CED8D9E4094
SVC-CONTR-T|Templates for Service Contracts|1|1|0|8152D1DB-D953-F111-8E26-7CED8D9E4094
SVC-CREDIT|Service Credit Memos|1|1|0|8352D1DB-D953-F111-8E26-7CED8D9E4094
SVC-CREDIT+|Posted Service Credit Memos|1|1|0|8552D1DB-D953-F111-8E26-7CED8D9E4094
SVC-INV|Service Invoices|1|1|0|7752D1DB-D953-F111-8E26-7CED8D9E4094
SVC-INV+|Posted Service Invoices|1|1|0|7952D1DB-D953-F111-8E26-7CED8D9E4094
SVC-ITEM|Service Items|1|1|0|7152D1DB-D953-F111-8E26-7CED8D9E4094
SVC-LOANER|Service Loaner|1|1|0|7352D1DB-D953-F111-8E26-7CED8D9E4094
SVC-ORDER|Service Orders|1|1|0|7552D1DB-D953-F111-8E26-7CED8D9E4094
SVC-SHIP+|Posted Service Shipments|1|1|0|7B52D1DB-D953-F111-8E26-7CED8D9E4094
SVC-TROUBLE|Service Trouble Shooting|1|1|0|8752D1DB-D953-F111-8E26-7CED8D9E4094
TASK|Task|1|1|0|3D4AD1DB-D953-F111-8E26-7CED8D9E4094
T-ORD|Transfer Order|1|0|0|4D4AD1DB-D953-F111-8E26-7CED8D9E4094
T-RCPT|Transfer Receipt|1|0|0|514AD1DB-D953-F111-8E26-7CED8D9E4094
TS|Time Sheet|1|1|0|3F4AD1DB-D953-F111-8E26-7CED8D9E4094
T-SHIP|Transfer Shipment|1|0|0|4D52D1DB-D953-F111-8E26-7CED8D9E4094
T-SHPT|Transfer Shipment|1|0|0|4F4AD1DB-D953-F111-8E26-7CED8D9E4094
VATPERIODS|Tax Return Periods|1|1|0|414AD1DB-D953-F111-8E26-7CED8D9E4094
VATREPORTS|Tax Returns reports.|1|1|0|434AD1DB-D953-F111-8E26-7CED8D9E4094
VEND|Vendor|1|1|0|0B4AD1DB-D953-F111-8E26-7CED8D9E4094
WMS-MOV|Warehouse Movement|1|0|0|6B52D1DB-D953-F111-8E26-7CED8D9E4094
WMS-MOVE+|Registered Whse. Movement|1|0|0|6D52D1DB-D953-F111-8E26-7CED8D9E4094
WMS-PICK|Warehouse Pick|1|0|0|6752D1DB-D953-F111-8E26-7CED8D9E4094
WMS-PICK+|Registered Warehouse Pick|1|0|0|6952D1DB-D953-F111-8E26-7CED8D9E4094
WMS-PUT|Warehouse Put-away|1|0|0|6352D1DB-D953-F111-8E26-7CED8D9E4094
WMS-PUT-+|Registered Warehouse Put-away|1|0|0|6552D1DB-D953-F111-8E26-7CED8D9E4094
WMS-RCPT|Warehouse Receipt|1|0|0|5B52D1DB-D953-F111-8E26-7CED8D9E4094
WMS-RCPT+|Posted Warehouse Receipt|1|0|0|5D52D1DB-D953-F111-8E26-7CED8D9E4094
WMS-SHIP|Warehouse Shipment|1|0|0|5F52D1DB-D953-F111-8E26-7CED8D9E4094
WMS-SHIP+|Posted Warehouse Shipment|1|0|0|6152D1DB-D953-F111-8E26-7CED8D9E4094
WORKCTR|Work Centers|1|1|0|1E52D1DB-D953-F111-8E26-7CED8D9E4094
