45|GROUP-3|15.00000000000000000000|2026-01-01 00:12:45.000|Заметка номер 45 测试 é|#
46|GROUP-4|15.33333333333333333330|2026-01-01 00:13:02.000|Заметка номер 46 测试 é|#
47|GROUP-5|15.66666666666666666660|2026-01-01 00:13:19.000|Заметка номер 47 测试 é|#
48|GROUP-6|16.00000000000000000000|2026-01-01 00:13:36.000|Заметка номер 48 测试 é|#
49|GROUP-0|16.33333333333333333330|2026-01-01 00:13:53.000|Заметка номер 49 测试 é|#
50|GROUP-1|16.66666666666666666660|2026-01-01 00:14:10.000|Заметка номер 50 测试 é|#
51|GROUP-2|17.00000000000000000000|2026-01-01 00:14:27.000|Заметка номер 51 测试 é|#
52|GROUP-3|17.33333333333333333330|2026-01-01 00:14:44.000|Заметка номер 52 测试 é|#
53|GROUP-4|17.66666666666666666660|2026-01-01 00:15:01.000|Заметка номер 53 测试 é|#
54|GROUP-5|18.00000000000000000000|2026-01-01 00:15:18.000|Заметка номер 54 测试 é|#
55|GROUP-6|18.33333333333333333330|2026-01-01 00:15:35.000|Заметка номер 55 测试 é|#
56|GROUP-0|18.66666666666666666660|2026-01-01 00:15:52.000|Заметка номер 56 测试 é|#
57|GROUP-1|19.00000000000000000000|2026-01-01 00:16:09.000|Заметка номер 57 测试 é|#
58|GROUP-2|19.33333333333333333330|2026-01-01 00:16:26.000|Заметка номер 58 测试 é|#
59|GROUP-3|19.66666666666666666660|2026-01-01 00:16:43.000|Заметка номер 59 测试 é|#
60|GROUP-4|20.00000000000000000000|2026-01-01 00:17:00.000|Заметка номер 60 测试 é|#
61|GROUP-5|20.33333333333333333330|2026-01-01 00:17:17.000|Заметка номер 61 测试 é|#
62|GROUP-6|20.66666666666666666660|2026-01-01 00:17:34.000|Заметка номер 62 测试 é|#
63|GROUP-0|21.00000000000000000000|2026-01-01 00:17:51.000|Заметка номер 63 测试 é|#
64|GROUP-1|21.33333333333333333330|2026-01-01 00:18:08.000|Заметка номер 64 测试 é|#
65|GROUP-2|21.66666666666666666660|2026-01-01 00:18:25.000|Заметка номер 65 测试 é|#
66|GROUP-3|22.00000000000000000000|2026-01-01 00:18:42.000|Заметка номер 66 测试 é|#
67|GROUP-4|22.33333333333333333330|2026-01-01 00:18:59.000|Заметка номер 67 测试 é|#
68|GROUP-5|22.66666666666666666660|2026-01-01 00:19:16.000|Заметка номер 68 测试 é|#
69|GROUP-6|23.00000000000000000000|2026-01-01 00:19:33.000|Заметка номер 69 测试 é|#
70|GROUP-0|23.33333333333333333330|2026-01-01 00:19:50.000|Заметка номер 70 测试 é|#
71|GROUP-1|23.66666666666666666660|2026-01-01 00:20:07.000|Заметка номер 71 测试 é|#
72|GROUP-2|24.00000000000000000000|2026-01-01 00:20:24.000|Заметка номер 72 测试 é|#
73|GROUP-3|24.33333333333333333330|2026-01-01 00:20:41.000|Заметка номер 73 测试 é|#
74|GROUP-4|24.66666666666666666660|2026-01-01 00:20:58.000|Заметка номер 74 测试 é|#
75|GROUP-5|25.00000000000000000000|2026-01-01 00:21:15.000|Заметка номер 75 测试 é|#
76|GROUP-6|25.33333333333333333330|2026-01-01 00:21:32.000|Заметка номер 76 测试 é|#
77|GROUP-0|25.66666666666666666660|2026-01-01 00:21:49.000|Заметка номер 77 测试 é|#
78|GROUP-1|26.00000000000000000000|2026-01-01 00:22:06.000|Заметка номер 78 测试 é|#
79|GROUP-2|26.33333333333333333330|2026-01-01 00:22:23.000|Заметка номер 79 测试 é|#
80|GROUP-3|26.66666666666666666660|2026-01-01 00:22:40.000|Заметка номер 80 测试 é|#
81|GROUP-4|27.00000000000000000000|2026-01-01 00:22:57.000|Заметка номер 81 测试 é|#
82|GROUP-5|27.33333333333333333330|2026-01-01 00:23:14.000|Заметка номер 82 测试 é|#
83|GROUP-6|27.66666666666666666660|2026-01-01 00:23:31.000|Заметка номер 83 测试 é|#
84|GROUP-0|28.00000000000000000000|2026-01-01 00:23:48.000|Заметка номер 84 测试 é|#
85|GROUP-1|28.33333333333333333330|2026-01-01 00:24:05.000|Заметка номер 85 测试 é|#
86|GROUP-2|28.66666666666666666660|2026-01-01 00:24:22.000|Заметка номер 86 测试 é|#
87|GROUP-3|29.00000000000000000000|2026-01-01 00:24:39.000|Заметка номер 87 测试 é|#
88|GROUP-4|29.33333333333333333330|2026-01-01 00:24:56.000|Заметка номер 88 测试 é|#
89|GROUP-5|29.66666666666666666660|2026-01-01 00:25:13.000|Заметка номер 89 测试 é|#
90|GROUP-6|30.00000000000000000000|2026-01-01 00:25:30.000|Заметка номер 90 测试 é|#
91|GROUP-0|30.33333333333333333330|2026-01-01 00:25:47.000|Заметка номер 91 测试 é|#
92|GROUP-1|30.66666666666666666660|2026-01-01 00:26:04.000|Заметка номер 92 测试 é|#
93|GROUP-2|31.00000000000000000000|2026-01-01 00:26:21.000|Заметка номер 93 测试 é|#
94|GROUP-3|31.33333333333333333330|2026-01-01 00:26:38.000|Заметка номер 94 测试 é|#
95|GROUP-4|31.66666666666666666660|2026-01-01 00:26:55.000|Заметка номер 95 测试 é|#
96|GROUP-5|32.00000000000000000000|2026-01-01 00:27:12.000|Заметка номер 96 测试 é|#
97|GROUP-6|32.33333333333333333330|2026-01-01 00:27:29.000|Заметка номер 97 测试 é|#
98|GROUP-0|32.66666666666666666660|2026-01-01 00:27:46.000|Заметка номер 98 测试 é|#
99|GROUP-1|33.00000000000000000000|2026-01-01 00:28:03.000|Заметка номер 99 测试 é|#
100|GROUP-2|33.33333333333333333330|2026-01-01 00:28:20.000|Заметка номер 100 测试 é|#
101|GROUP-3|33.66666666666666666660|2026-01-01 00:28:37.000|Заметка номер 101 测试 é|#
102|GROUP-4|34.00000000000000000000|2026-01-01 00:28:54.000|Заметка номер 102 测试 é|#
103|GROUP-5|34.33333333333333333330|2026-01-01 00:29:11.000|Заметка номер 103 测试 é|#
104|GROUP-6|34.66666666666666666660|2026-01-01 00:29:28.000|Заметка номер 104 测试 é|#
105|GROUP-0|35.00000000000000000000|2026-01-01 00:29:45.000|Заметка номер 105 测试 é|#
106|GROUP-1|35.33333333333333333330|2026-01-01 00:30:02.000|Заметка номер 106 测试 é|#
107|GROUP-2|35.66666666666666666660|2026-01-01 00:30:19.000|Заметка номер 107 测试 é|#
108|GROUP-3|36.00000000000000000000|2026-01-01 00:30:36.000|Заметка номер 108 测试 é|#
109|GROUP-4|36.33333333333333333330|2026-01-01 00:30:53.000|Заметка номер 109 测试 é|#
110|GROUP-5|36.66666666666666666660|2026-01-01 00:31:10.000|Заметка номер 110 测试 é|#
111|GROUP-6|37.00000000000000000000|2026-01-01 00:31:27.000|Заметка номер 111 测试 é|#
112|GROUP-0|37.33333333333333333330|2026-01-01 00:31:44.000|Заметка номер 112 测试 é|#
113|GROUP-1|37.66666666666666666660|2026-01-01 00:32:01.000|Заметка номер 113 测试 é|#
114|GROUP-2|38.00000000000000000000|2026-01-01 00:32:18.000|Заметка номер 114 测试 é|#
115|GROUP-3|38.33333333333333333330|2026-01-01 00:32:35.000|Заметка номер 115 测试 é|#
116|GROUP-4|38.66666666666666666660|2026-01-01 00:32:52.000|Заметка номер 116 测试 é|#
117|GROUP-5|39.00000000000000000000|2026-01-01 00:33:09.000|Заметка номер 117 测试 é|#
118|GROUP-6|39.33333333333333333330|2026-01-01 00:33:26.000|Заметка номер 118 测试 é|#
119|GROUP-0|39.66666666666666666660|2026-01-01 00:33:43.000|Заметка номер 119 测试 é|#
120|GROUP-1|40.00000000000000000000|2026-01-01 00:34:00.000|Заметка номер 120 测试 é|#
121|GROUP-2|40.33333333333333333330|2026-01-01 00:34:17.000|Заметка номер 121 测试 é|#
122|GROUP-3|40.66666666666666666660|2026-01-01 00:34:34.000|Заметка номер 122 测试 é|#
123|GROUP-4|41.00000000000000000000|2026-01-01 00:34:51.000|Заметка номер 123 测试 é|#
124|GROUP-5|41.33333333333333333330|2026-01-01 00:35:08.000|Заметка номер 124 测试 é|#
125|GROUP-6|41.66666666666666666660|2026-01-01 00:35:25.000|Заметка номер 125 测试 é|#
126|GROUP-0|42.00000000000000000000|2026-01-01 00:35:42.000|Заметка номер 126 测试 é|#
127|GROUP-1|42.33333333333333333330|2026-01-01 00:35:59.000|Заметка номер 127 测试 é|#
128|GROUP-2|42.66666666666666666660|2026-01-01 00:36:16.000|Заметка номер 128 测试 é|#
129|GROUP-3|43.00000000000000000000|2026-01-01 00:36:33.000|Заметка номер 129 测试 é|#
130|GROUP-4|43.33333333333333333330|2026-01-01 00:36:50.000|Заметка номер 130 测试 é|#
131|GROUP-5|43.66666666666666666660|2026-01-01 00:37:07.000|Заметка номер 131 测试 é|#
132|GROUP-6|44.00000000000000000000|2026-01-01 00:37:24.000|Заметка номер 132 测试 é|#
133|GROUP-0|44.33333333333333333330|2026-01-01 00:37:41.000|Заметка номер 133 测试 é|#
134|GROUP-1|44.66666666666666666660|2026-01-01 00:37:58.000|Заметка номер 134 测试 é|#
135|GROUP-2|45.00000000000000000000|2026-01-01 00:38:15.000|Заметка номер 135 测试 é|#
136|GROUP-3|45.33333333333333333330|2026-01-01 00:38:32.000|Заметка номер 136 测试 é|#
137|GROUP-4|45.66666666666666666660|2026-01-01 00:38:49.000|Заметка номер 137 测试 é|#
138|GROUP-5|46.00000000000000000000|2026-01-01 00:39:06.000|Заметка номер 138 测试 é|#
139|GROUP-6|46.33333333333333333330|2026-01-01 00:39:23.000|Заметка номер 139 测试 é|#
140|GROUP-0|46.66666666666666666660|2026-01-01 00:39:40.000|Заметка номер 140 测试 é|#
141|GROUP-1|47.00000000000000000000|2026-01-01 00:39:57.000|Заметка номер 141 测试 é|#
142|GROUP-2|47.33333333333333333330|2026-01-01 00:40:14.000|Заметка номер 142 测试 é|#
143|GROUP-3|47.66666666666666666660|2026-01-01 00:40:31.000|Заметка номер 143 测试 é|#
144|GROUP-4|48.00000000000000000000|2026-01-01 00:40:48.000|Заметка номер 144 测试 é|#
145|GROUP-5|48.33333333333333333330|2026-01-01 00:41:05.000|Заметка номер 145 测试 é|#
146|GROUP-6|48.66666666666666666660|2026-01-01 00:41:22.000|Заметка номер 146 测试 é|#
147|GROUP-0|49.00000000000000000000|2026-01-01 00:41:39.000|Заметка номер 147 测试 é|#
148|GROUP-1|49.33333333333333333330|2026-01-01 00:41:56.000|Заметка номер 148 测试 é|#
149|GROUP-2|49.66666666666666666660|2026-01-01 00:42:13.000|Заметка номер 149 测试 é|#
150|GROUP-3|50.00000000000000000000|2026-01-01 00:42:30.000|Заметка номер 150 测试 é|#
151|GROUP-4|50.33333333333333333330|2026-01-01 00:42:47.000|Заметка номер 151 测试 é|#
152|GROUP-5|50.66666666666666666660|2026-01-01 00:43:04.000|Заметка номер 152 测试 é|#
153|GROUP-6|51.00000000000000000000|2026-01-01 00:43:21.000|Заметка номер 153 测试 é|#
154|GROUP-0|51.33333333333333333330|2026-01-01 00:43:38.000|Заметка номер 154 测试 é|#
155|GROUP-1|51.66666666666666666660|2026-01-01 00:43:55.000|Заметка номер 155 测试 é|#
156|GROUP-2|52.00000000000000000000|2026-01-01 00:44:12.000|Заметка номер 156 测试 é|#
157|GROUP-3|52.33333333333333333330|2026-01-01 00:44:29.000|Заметка номер 157 测试 é|#
158|GROUP-4|52.66666666666666666660|2026-01-01 00:44:46.000|Заметка номер 158 测试 é|#
159|GROUP-5|53.00000000000000000000|2026-01-01 00:45:03.000|Заметка номер 159 测试 é|#
160|GROUP-6|53.33333333333333333330|2026-01-01 00:45:20.000|Заметка номер 160 测试 é|#
161|GROUP-0|53.66666666666666666660|2026-01-01 00:45:37.000|Заметка номер 161 测试 é|#
162|GROUP-1|54.00000000000000000000|2026-01-01 00:45:54.000|Заметка номер 162 测试 é|#
163|GROUP-2|54.33333333333333333330|2026-01-01 00:46:11.000|Заметка номер 163 测试 é|#
164|GROUP-3|54.66666666666666666660|2026-01-01 00:46:28.000|Заметка номер 164 测试 é|#
165|GROUP-4|55.00000000000000000000|2026-01-01 00:46:45.000|Заметка номер 165 测试 é|#
166|GROUP-5|55.33333333333333333330|2026-01-01 00:47:02.000|Заметка номер 166 测试 é|#
167|GROUP-6|55.66666666666666666660|2026-01-01 00:47:19.000|Заметка номер 167 测试 é|#
168|GROUP-0|56.00000000000000000000|2026-01-01 00:47:36.000|Заметка номер 168 测试 é|#
169|GROUP-1|56.33333333333333333330|2026-01-01 00:47:53.000|Заметка номер 169 测试 é|#
170|GROUP-2|56.66666666666666666660|2026-01-01 00:48:10.000|Заметка номер 170 测试 é|#
171|GROUP-3|57.00000000000000000000|2026-01-01 00:48:27.000|Заметка номер 171 测试 é|#
172|GROUP-4|57.33333333333333333330|2026-01-01 00:48:44.000|Заметка номер 172 测试 é|#
173|GROUP-5|57.66666666666666666660|2026-01-01 00:49:01.000|Заметка номер 173 测试 é|#
174|GROUP-6|58.00000000000000000000|2026-01-01 00:49:18.000|Заметка номер 174 测试 é|#
175|GROUP-0|58.33333333333333333330|2026-01-01 00:49:35.000|Заметка номер 175 测试 é|#
176|GROUP-1|58.66666666666666666660|2026-01-01 00:49:52.000|Заметка номер 176 测试 é|#
177|GROUP-2|59.00000000000000000000|2026-01-01 00:50:09.000|Заметка номер 177 测试 é|#
178|GROUP-3|59.33333333333333333330|2026-01-01 00:50:26.000|Заметка номер 178 测试 é|#
179|GROUP-4|59.66666666666666666660|2026-01-01 00:50:43.000|Заметка номер 179 测试 é|#
180|GROUP-5|60.00000000000000000000|2026-01-01 00:51:00.000|Заметка номер 180 测试 é|#
181|GROUP-6|60.33333333333333333330|2026-01-01 00:51:17.000|Заметка номер 181 测试 é|#
182|GROUP-0|60.66666666666666666660|2026-01-01 00:51:34.000|Заметка номер 182 测试 é|#
183|GROUP-1|61.00000000000000000000|2026-01-01 00:51:51.000|Заметка номер 183 测试 é|#
184|GROUP-2|61.33333333333333333330|2026-01-01 00:52:08.000|Заметка номер 184 测试 é|#
185|GROUP-3|61.66666666666666666660|2026-01-01 00:52:25.000|Заметка номер 185 测试 é|#
186|GROUP-4|62.00000000000000000000|2026-01-01 00:52:42.000|Заметка номер 186 测试 é|#
187|GROUP-5|62.33333333333333333330|2026-01-01 00:52:59.000|Заметка номер 187 测试 é|#
188|GROUP-6|62.66666666666666666660|2026-01-01 00:53:16.000|Заметка номер 188 测试 é|#
189|GROUP-0|63.00000000000000000000|2026-01-01 00:53:33.000|Заметка номер 189 测试 é|#
190|GROUP-1|63.33333333333333333330|2026-01-01 00:53:50.000|Заметка номер 190 测试 é|#
191|GROUP-2|63.66666666666666666660|2026-01-01 00:54:07.000|Заметка номер 191 测试 é|#
192|GROUP-3|64.00000000000000000000|2026-01-01 00:54:24.000|Заметка номер 192 测试 é|#
193|GROUP-4|64.33333333333333333330|2026-01-01 00:54:41.000|Заметка номер 193 测试 é|#
194|GROUP-5|64.66666666666666666660|2026-01-01 00:54:58.000|Заметка номер 194 测试 é|#
195|GROUP-6|65.00000000000000000000|2026-01-01 00:55:15.000|Заметка номер 195 测试 é|#
196|GROUP-0|65.33333333333333333330|2026-01-01 00:55:32.000|Заметка номер 196 测试 é|#
197|GROUP-1|65.66666666666666666660|2026-01-01 00:55:49.000|Заметка номер 197 测试 é|#
198|GROUP-2|66.00000000000000000000|2026-01-01 00:56:06.000|Заметка номер 198 测试 é|#
199|GROUP-3|66.33333333333333333330|2026-01-01 00:56:23.000|Заметка номер 199 测试 é|#
200|GROUP-4|66.66666666666666666660|2026-01-01 00:56:40.000|Заметка номер 200 测试 é|#
201|GROUP-5|67.00000000000000000000|2026-01-01 00:56:57.000|Заметка номер 201 测试 é|#
202|GROUP-6|67.33333333333333333330|2026-01-01 00:57:14.000|Заметка номер 202 测试 é|#
203|GROUP-0|67.66666666666666666660|2026-01-01 00:57:31.000|Заметка номер 203 测试 é|#
204|GROUP-1|68.00000000000000000000|2026-01-01 00:57:48.000|Заметка номер 204 测试 é|#
205|GROUP-2|68.33333333333333333330|2026-01-01 00:58:05.000|Заметка номер 205 测试 é|#
206|GROUP-3|68.66666666666666666660|2026-01-01 00:58:22.000|Заметка номер 206 测试 é|#
207|GROUP-4|69.00000000000000000000|2026-01-01 00:58:39.000|Заметка номер 207 测试 é|#
208|GROUP-5|69.33333333333333333330|2026-01-01 00:58:56.000|Заметка номер 208 测试 é|#
209|GROUP-6|69.66666666666666666660|2026-01-01 00:59:13.000|Заметка номер 209 测试 é|#
210|GROUP-0|70.00000000000000000000|2026-01-01 00:59:30.000|Заметка номер 210 测试 é|#
211|GROUP-1|70.33333333333333333330|2026-01-01 00:59:47.000|Заметка номер 211 测试 é|#
212|GROUP-2|70.66666666666666666660|2026-01-01 01:00:04.000|Заметка номер 212 测试 é|#
213|GROUP-3|71.00000000000000000000|2026-01-01 01:00:21.000|Заметка номер 213 测试 é|#
214|GROUP-4|71.33333333333333333330|2026-01-01 01:00:38.000|Заметка номер 214 测试 é|#
215|GROUP-5|71.66666666666666666660|2026-01-01 01:00:55.000|Заметка номер 215 测试 é|#
216|GROUP-6|72.00000000000000000000|2026-01-01 01:01:12.000|Заметка номер 216 测试 é|#
217|GROUP-0|72.33333333333333333330|2026-01-01 01:01:29.000|Заметка номер 217 测试 é|#
218|GROUP-1|72.66666666666666666660|2026-01-01 01:01:46.000|Заметка номер 218 测试 é|#
219|GROUP-2|73.00000000000000000000|2026-01-01 01:02:03.000|Заметка номер 219 测试 é|#
220|GROUP-3|73.33333333333333333330|2026-01-01 01:02:20.000|Заметка номер 220 测试 é|#
221|GROUP-4|73.66666666666666666660|2026-01-01 01:02:37.000|Заметка номер 221 测试 é|#
222|GROUP-5|74.00000000000000000000|2026-01-01 01:02:54.000|Заметка номер 222 测试 é|#
223|GROUP-6|74.33333333333333333330|2026-01-01 01:03:11.000|Заметка номер 223 测试 é|#
224|GROUP-0|74.66666666666666666660|2026-01-01 01:03:28.000|Заметка номер 224 测试 é|#
225|GROUP-1|75.00000000000000000000|2026-01-01 01:03:45.000|Заметка номер 225 测试 é|#
226|GROUP-2|75.33333333333333333330|2026-01-01 01:04:02.000|Заметка номер 226 测试 é|#
227|GROUP-3|75.66666666666666666660|2026-01-01 01:04:19.000|Заметка номер 227 测试 é|#
228|GROUP-4|76.00000000000000000000|2026-01-01 01:04:36.000|Заметка номер 228 测试 é|#
229|GROUP-5|76.33333333333333333330|2026-01-01 01:04:53.000|Заметка номер 229 测试 é|#
230|GROUP-6|76.66666666666666666660|2026-01-01 01:05:10.000|Заметка номер 230 测试 é|#
231|GROUP-0|77.00000000000000000000|2026-01-01 01:05:27.000|Заметка номер 231 测试 é|#
232|GROUP-1|77.33333333333333333330|2026-01-01 01:05:44.000|Заметка номер 232 测试 é|#
233|GROUP-2|77.66666666666666666660|2026-01-01 01:06:01.000|Заметка номер 233 测试 é|#
234|GROUP-3|78.00000000000000000000|2026-01-01 01:06:18.000|Заметка номер 234 测试 é|#
235|GROUP-4|78.33333333333333333330|2026-01-01 01:06:35.000|Заметка номер 235 测试 é|#
236|GROUP-5|78.66666666666666666660|2026-01-01 01:06:52.000|Заметка номер 236 测试 é|#
237|GROUP-6|79.00000000000000000000|2026-01-01 01:07:09.000|Заметка номер 237 测试 é|#
238|GROUP-0|79.33333333333333333330|2026-01-01 01:07:26.000|Заметка номер 238 测试 é|#
239|GROUP-1|79.66666666666666666660|2026-01-01 01:07:43.000|Заметка номер 239 测试 é|#
240|GROUP-2|80.00000000000000000000|2026-01-01 01:08:00.000|Заметка номер 240 测试 é|#
241|GROUP-3|80.33333333333333333330|2026-01-01 01:08:17.000|Заметка номер 241 测试 é|#
242|GROUP-4|80.66666666666666666660|2026-01-01 01:08:34.000|Заметка номер 242 测试 é|#
243|GROUP-5|81.00000000000000000000|2026-01-01 01:08:51.000|Заметка номер 243 测试 é|#
244|GROUP-6|81.33333333333333333330|2026-01-01 01:09:08.000|Заметка номер 244 测试 é|#
245|GROUP-0|81.66666666666666666660|2026-01-01 01:09:25.000|Заметка номер 245 测试 é|#
246|GROUP-1|82.00000000000000000000|2026-01-01 01:09:42.000|Заметка номер 246 测试 é|#
247|GROUP-2|82.33333333333333333330|2026-01-01 01:09:59.000|Заметка номер 247 测试 é|#
248|GROUP-3|82.66666666666666666660|2026-01-01 01:10:16.000|Заметка номер 248 测试 é|#
249|GROUP-4|83.00000000000000000000|2026-01-01 01:10:33.000|Заметка номер 249 测试 é|#
250|GROUP-5|83.33333333333333333330|2026-01-01 01:10:50.000|Заметка номер 250 测试 é|#
251|GROUP-6|83.66666666666666666660|2026-01-01 01:11:07.000|Заметка номер 251 测试 é|#
252|GROUP-0|84.00000000000000000000|2026-01-01 01:11:24.000|Заметка номер 252 测试 é|#
253|GROUP-1|84.33333333333333333330|2026-01-01 01:11:41.000|Заметка номер 253 测试 é|#
254|GROUP-2|84.66666666666666666660|2026-01-01 01:11:58.000|Заметка номер 254 测试 é|#
255|GROUP-3|85.00000000000000000000|2026-01-01 01:12:15.000|Заметка номер 255 测试 é|#
256|GROUP-4|85.33333333333333333330|2026-01-01 01:12:32.000|Заметка номер 256 测试 é|#
257|GROUP-5|85.66666666666666666660|2026-01-01 01:12:49.000|Заметка номер 257 测试 é|#
258|GROUP-6|86.00000000000000000000|2026-01-01 01:13:06.000|Заметка номер 258 测试 é|#
259|GROUP-0|86.33333333333333333330|2026-01-01 01:13:23.000|Заметка номер 259 测试 é|#
260|GROUP-1|86.66666666666666666660|2026-01-01 01:13:40.000|Заметка номер 260 测试 é|#
261|GROUP-2|87.00000000000000000000|2026-01-01 01:13:57.000|Заметка номер 261 测试 é|#
262|GROUP-3|87.33333333333333333330|2026-01-01 01:14:14.000|Заметка номер 262 测试 é|#
263|GROUP-4|87.66666666666666666660|2026-01-01 01:14:31.000|Заметка номер 263 测试 é|#
264|GROUP-5|88.00000000000000000000|2026-01-01 01:14:48.000|Заметка номер 264 测试 é|#
265|GROUP-6|88.33333333333333333330|2026-01-01 01:15:05.000|Заметка номер 265 测试 é|#
266|GROUP-0|88.66666666666666666660|2026-01-01 01:15:22.000|Заметка номер 266 测试 é|#
267|GROUP-1|89.00000000000000000000|2026-01-01 01:15:39.000|Заметка номер 267 测试 é|#
268|GROUP-2|89.33333333333333333330|2026-01-01 01:15:56.000|Заметка номер 268 测试 é|#
269|GROUP-3|89.66666666666666666660|2026-01-01 01:16:13.000|Заметка номер 269 测试 é|#
270|GROUP-4|90.00000000000000000000|2026-01-01 01:16:30.000|Заметка номер 270 测试 é|#
271|GROUP-5|90.33333333333333333330|2026-01-01 01:16:47.000|Заметка номер 271 测试 é|#
272|GROUP-6|90.66666666666666666660|2026-01-01 01:17:04.000|Заметка номер 272 测试 é|#
273|GROUP-0|91.00000000000000000000|2026-01-01 01:17:21.000|Заметка номер 273 测试 é|#
274|GROUP-1|91.33333333333333333330|2026-01-01 01:17:38.000|Заметка номер 274 测试 é|#
275|GROUP-2|91.66666666666666666660|2026-01-01 01:17:55.000|Заметка номер 275 测试 é|#
276|GROUP-3|92.00000000000000000000|2026-01-01 01:18:12.000|Заметка номер 276 测试 é|#
277|GROUP-4|92.33333333333333333330|2026-01-01 01:18:29.000|Заметка номер 277 测试 é|#
278|GROUP-5|92.66666666666666666660|2026-01-01 01:18:46.000|Заметка номер 278 测试 é|#
279|GROUP-6|93.00000000000000000000|2026-01-01 01:19:03.000|Заметка номер 279 测试 é|#
280|GROUP-0|93.33333333333333333330|2026-01-01 01:19:20.000|Заметка номер 280 测试 é|#
