185|value-185|231.25|#
187|value-187|233.75|#
188|value-188|235.00|#
190|value-190|237.50|#
191|value-191|238.75|#
193|value-193|241.25|#
194|value-194|242.50|#
196|value-196|245.00|#
197|value-197|246.25|#
199|value-199|248.75|#
200|value-200|250.00|#
202|value-202|252.50|#
203|value-203|253.75|#
205|value-205|256.25|#
206|value-206|257.50|#
208|value-208|260.00|#
209|value-209|261.25|#
211|value-211|263.75|#
212|value-212|265.00|#
214|value-214|267.50|#
215|value-215|268.75|#
217|value-217|271.25|#
218|value-218|272.50|#
220|value-220|275.00|#
221|value-221|276.25|#
223|value-223|278.75|#
224|value-224|280.00|#
226|value-226|282.50|#
227|value-227|283.75|#
229|value-229|286.25|#
230|value-230|287.50|#
232|value-232|290.00|#
233|value-233|291.25|#
235|value-235|293.75|#
236|value-236|295.00|#
238|value-238|297.50|#
239|value-239|298.75|#
241|value-241|301.25|#
242|value-242|302.50|#
244|value-244|305.00|#
245|value-245|306.25|#
247|value-247|308.75|#
248|value-248|310.00|#
250|value-250|312.50|#
251|value-251|313.75|#
253|value-253|316.25|#
254|value-254|317.50|#
256|value-256|320.00|#
257|value-257|321.25|#
259|value-259|323.75|#
260|value-260|325.00|#
262|value-262|327.50|#
263|value-263|328.75|#
265|value-265|331.25|#
266|value-266|332.50|#
268|value-268|335.00|#
269|value-269|336.25|#
271|value-271|338.75|#
272|value-272|340.00|#
274|value-274|342.50|#
275|value-275|343.75|#
277|value-277|346.25|#
278|value-278|347.50|#
280|value-280|350.00|#
281|value-281|351.25|#
283|value-283|353.75|#
284|value-284|355.00|#
286|value-286|357.50|#
287|value-287|358.75|#
289|value-289|361.25|#
290|value-290|362.50|#
292|value-292|365.00|#
293|value-293|366.25|#
295|value-295|368.75|#
296|value-296|370.00|#
298|value-298|372.50|#
299|value-299|373.75|#
301|value-301|376.25|#
302|value-302|377.50|#
304|value-304|380.00|#
305|value-305|381.25|#
307|value-307|383.75|#
308|value-308|385.00|#
310|value-310|387.50|#
311|value-311|388.75|#
313|value-313|391.25|#
314|value-314|392.50|#
316|value-316|395.00|#
317|value-317|396.25|#
319|value-319|398.75|#
320|value-320|400.00|#
322|value-322|402.50|#
323|value-323|403.75|#
325|value-325|406.25|#
326|value-326|407.50|#
328|value-328|410.00|#
329|value-329|411.25|#
331|value-331|413.75|#
332|value-332|415.00|#
334|value-334|417.50|#
335|value-335|418.75|#
337|value-337|421.25|#
338|value-338|422.50|#
340|value-340|425.00|#
341|value-341|426.25|#
343|value-343|428.75|#
344|value-344|430.00|#
346|value-346|432.50|#
347|value-347|433.75|#
349|value-349|436.25|#
350|value-350|437.50|#
352|value-352|440.00|#
353|value-353|441.25|#
355|value-355|443.75|#
356|value-356|445.00|#
358|value-358|447.50|#
359|value-359|448.75|#
361|value-361|451.25|#
362|value-362|452.50|#
364|value-364|455.00|#
365|value-365|456.25|#
367|value-367|458.75|#
368|value-368|460.00|#
370|value-370|462.50|#
371|value-371|463.75|#
373|value-373|466.25|#
374|value-374|467.50|#
376|value-376|470.00|#
377|value-377|471.25|#
379|value-379|473.75|#
380|value-380|475.00|#
382|value-382|477.50|#
383|value-383|478.75|#
385|value-385|481.25|#
386|value-386|482.50|#
388|value-388|485.00|#
389|value-389|486.25|#
391|value-391|488.75|#
392|value-392|490.00|#
394|value-394|492.50|#
395|value-395|493.75|#
397|value-397|496.25|#
398|value-398|497.50|#
400|value-400|500.00|#
401|value-401|501.25|#
403|value-403|503.75|#
404|value-404|505.00|#
406|value-406|507.50|#
407|value-407|508.75|#
409|value-409|511.25|#
410|value-410|512.50|#
412|value-412|515.00|#
413|value-413|516.25|#
415|value-415|518.75|#
416|value-416|520.00|#
418|value-418|522.50|#
419|value-419|523.75|#
421|value-421|526.25|#
422|value-422|527.50|#
424|value-424|530.00|#
425|value-425|531.25|#
427|value-427|533.75|#
428|value-428|535.00|#
430|value-430|537.50|#
431|value-431|538.75|#
433|value-433|541.25|#
434|value-434|542.50|#
436|value-436|545.00|#
437|value-437|546.25|#
439|value-439|548.75|#
440|value-440|550.00|#
442|value-442|552.50|#
443|value-443|553.75|#
445|value-445|556.25|#
446|value-446|557.50|#
448|value-448|560.00|#
449|value-449|561.25|#
451|value-451|563.75|#
452|value-452|565.00|#
454|value-454|567.50|#
455|value-455|568.75|#
457|value-457|571.25|#
458|value-458|572.50|#
460|value-460|575.00|#
461|value-461|576.25|#
463|value-463|578.75|#
464|value-464|580.00|#
466|value-466|582.50|#
467|value-467|583.75|#
469|value-469|586.25|#
470|value-470|587.50|#
472|value-472|590.00|#
473|value-473|591.25|#
475|value-475|593.75|#
476|value-476|595.00|#
478|value-478|597.50|#
479|value-479|598.75|#
481|value-481|601.25|#
482|value-482|602.50|#
484|value-484|605.00|#
485|value-485|606.25|#
487|value-487|608.75|#
488|value-488|610.00|#
490|value-490|612.50|#
491|value-491|613.75|#
493|value-493|616.25|#
494|value-494|617.50|#
496|value-496|620.00|#
497|value-497|621.25|#
499|value-499|623.75|#
500|value-500|625.00|#
